filename,z0,z1
Ac2HgGe.png,5.061164,6.0069847
Ac2SiAu.png,7.217897,5.975998
AcAgAu2.png,7.536001,5.5742383
AcCdRh2.png,7.2115827,4.887346
AcHgRh2.png,7.2297673,5.8199344
AcSnPd2.png,8.351814,6.035881
AcTlRh2.png,6.720725,5.15378
AgHgPd2.png,5.3637304,2.803777
Al2CoIr.png,7.8015904,3.5249832
Al2CoRu.png,6.369705,4.0771165
Al2FeCo.png,7.7080493,5.091423
Al2FeIr.png,7.874882,5.2526054
Al2IrRh.png,4.565748,4.2198005
Al2NiRu.png,5.0490737,3.7951944
Al2PdRu.png,5.5725985,4.2802334
Al2RuPt.png,5.7241473,5.294406
AlCrRu2.png,6.368466,5.588462
AlCuAu2.png,8.286888,5.442736
AlFe2Si.png,7.2823157,5.411115
AlFe2W.png,5.439006,5.6503224
AlGeRu2.png,6.826618,5.957086
AlZnIr2.png,6.068801,3.8347623
BaSrTl2.png,5.4662457,6.348392
BeCo2Ge.png,7.785287,5.331061
BeCo2Si.png,7.6482825,5.2295237
BeFe2Si.png,7.5181403,5.261407
BeSiNi2.png,7.5693674,4.6330867
Ca2PdAu.png,8.4358425,4.86925
CaAcRh2.png,5.0274777,3.5736012
CaAg2Sn.png,7.0974813,5.470034
CaCdAu2.png,7.9625726,5.52256
CaCdHg2.png,6.480141,6.33787
CaInAg2.png,7.533476,5.8796115
CaInHg2.png,6.4740777,6.024237
CaMgHg2.png,6.437756,6.3277755
CaSnAu2.png,6.556174,6.304616
CaSnRh2.png,4.965236,3.7966204
Cd2AgAu.png,7.8197584,5.273543
Cd2AgPt.png,6.398516,4.365445
Cd2AgRh.png,5.827904,3.9399676
Cd2PdRh.png,5.4064584,3.0084682
Cd2PtRh.png,7.347665,5.262903
Cd2RhAu.png,5.337589,3.988871
CdAgPd2.png,5.455517,2.7726593
CdInPd2.png,8.249947,3.74216
CrSiRu2.png,5.9025655,5.5004644
CuSnRh2.png,6.325044,2.6698177
Fe2CoSi.png,6.865058,5.044464
FeCo2Ge.png,7.50857,3.2853417
FeGeRu2.png,5.4623466,5.571196
FeSiRu2.png,5.7444243,5.8381586
FeSiTc2.png,6.6993966,5.633919
FeTc2Ge.png,6.67172,5.560209
Ga2IrRh.png,4.578343,4.237348
