filename,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48
Ac2HgGe.png,0.31277442,1.542457,0.10465178,0.52483666,1.5536882,0.48504984,1.2279534,0.0,0.5455343,1.4489263,2.1730208,2.0145297,1.3132528,0.68951714,0.34772152,3.5894277,1.2066501,0.0,0.095133014,0.0,3.157493,0.0,0.5424232,3.2180853,3.9469059,1.7168562,0.99892163,1.8165116,0.22164726,1.7010888,1.5498238,0.0,1.0706066,0.52519107,0.9969065,0.21574274,1.6136655,0.0,1.8588505,3.869499,2.2544882,1.3862667,0.0,1.8806508,4.6599474,3.1227262,3.1520517,2.1251807,2.1159213
Ac2SiAu.png,0.20961596,1.5627902,1.2224448,1.0870762,0.9943057,0.14046812,0.75282866,0.13713622,1.3216689,1.8341637,4.889394,0.44786978,2.6042333,1.5615523,0.17867488,1.3420749,1.7622437,0.15209863,1.5927258,0.0,1.2093586,0.2957295,1.8014055,0.0,2.1392984,1.6986377,0.13127512,1.0109357,0.0,2.309719,3.1685941,1.2198727,6.5468864,7.270473,3.5017097,0.13745102,1.5591506,0.6083871,0.0,0.0,0.0,2.1302903,0.09144516,4.007865,2.3354292,6.3045783,0.977349,2.1183434,4.364292
AcAgAu2.png,0.5187643,4.6869373,1.8977383,0.22895172,0.7024848,1.9341072,3.796174,0.0,0.55608976,1.7876127,1.8202236,3.6506267,0.0,1.3741363,0.0,3.1930065,1.4602848,0.19453132,3.0599096,0.4590487,1.9331158,0.0,1.7710397,2.502971,1.9825752,0.46511233,1.8210329,2.0195978,0.0054468266,2.3537161,2.385224,2.6574085,5.62835,0.0,2.56739,0.47581205,6.4199314,1.3637619,2.9356303,2.241311,0.26817346,5.7844152,0.0,6.324793,0.0,4.1503143,2.7361832,0.0,5.54538
AcCdRh2.png,0.41037613,2.361444,0.20297842,2.0163743,4.62039,0.1429344,2.2613695,0.0,2.9679363,0.395906,1.4027256,3.8881955,0.0,2.0190291,0.0,3.7260377,0.57910204,0.0,0.60509616,1.1177876,3.060399,0.0,7.323302,0.18289027,0.285041,0.1598433,0.3680856,5.424502,0.0,2.6869657,2.1425223,3.6838374,0.3013955,0.0,2.395073,0.0,4.25429,2.241074,0.5949513,2.625597,2.3501182,4.018115,0.0,0.85801065,0.12674679,0.8810581,0.078764476,0.0,2.2091298
AcHgRh2.png,0.6009479,4.2332373,0.100349516,1.6395967,1.1639675,1.2214766,3.0629292,0.0,4.3541017,2.048787,1.4005281,0.016294062,0.942873,3.5583925,0.0,2.3052814,1.6379839,4.2567716,0.66735846,0.11456847,2.439035,0.0,1.3233705,0.39551747,0.0,3.35321,0.0,1.3258713,0.16592501,1.9161824,2.3930948,2.9841344,1.8451422,1.6830502,1.9371397,0.3960801,5.5781703,0.15866745,0.0,0.32329836,0.0,4.2172174,0.0,0.0,3.6312401,2.9580688,3.897725,0.0,1.2717668
AcSnPd2.png,0.14215383,2.6001213,4.403605,0.61399305,5.185811,6.977274,1.3743931,0.38497022,3.39934,3.5818298,0.36608866,0.0,3.356205,4.035594,0.0,0.0,3.6467247,0.97109056,2.1550074,0.0,0.91792446,0.06246301,1.3126982,0.28067178,4.7088904,7.8084693,3.3266146,1.3826299,0.057298835,2.9935775,2.8277695,0.0,4.9847164,0.0,2.3507273,0.3081537,6.06482,0.0,1.2849808,0.45593607,2.644608,4.995715,0.0,3.6067002,1.9451554,4.227602,0.29389757,0.0,3.4409332
AcTlRh2.png,0.18249911,1.1024424,0.8521563,1.4371027,4.650916,1.1719762,0.6217016,0.33054662,3.1389313,1.1982529,3.2223332,1.1436237,2.5917394,2.9841452,0.0,2.2749405,0.87744266,0.0,0.54042816,0.0,1.5811338,0.0021099194,6.06767,2.608295,3.6992078,0.14605811,0.5554915,5.842481,0.0,3.237156,3.518454,5.3115463,2.6306822,0.0,3.5004601,0.0,0.0,0.0,0.0,2.354505,0.0,0.47540605,0.17799725,3.7466326,1.3571415,0.9057894,0.5734885,1.3905027,3.391934
AgHgPd2.png,0.59612435,5.000952,0.61592,1.4539404,4.192124,0.5160603,4.6673307,0.0,7.547955,1.7718749,3.1761556,3.7502995,0.0,7.4517565,0.0,7.536495,1.2496507,4.242056,0.47887123,0.0,5.823477,0.0,3.6709018,3.0174406,3.1024518,0.49819663,3.59419,3.6542964,0.0,0.87722653,0.72002065,1.0061194,0.44720265,1.3373191,1.7014222,0.21805981,1.9988313,0.0,1.6492962,0.0,0.0,2.4220424,0.0,1.8863854,1.4803,0.43316615,0.1631866,0.13329713,1.77053
Al2CoIr.png,0.4628216,3.504715,1.1384215,2.305462,1.6593387,0.0,2.4237974,0.0,2.9129527,0.41634685,1.8222697,2.9217353,3.789894,2.5237212,0.0,4.5422387,1.6447843,2.3316483,2.0682151,0.0,4.5371947,0.0,2.9553485,1.1272001,0.08514905,2.0607023,0.0,2.180729,0.0,2.7880552,0.56027037,1.053494,3.3215408,0.0,1.95843,0.0,2.6454802,0.20498793,0.0,0.37077028,0.0,1.800396,0.0,1.2625849,1.7713449,1.9664128,0.20346467,0.6640318,1.3316981
Al2CoRu.png,0.6630546,4.465318,0.28095627,1.4717231,2.2328897,2.232858,4.326236,0.0,3.7626557,0.35799468,0.17978512,0.6861738,0.0,3.073433,0.0,2.4800758,1.044484,1.1681113,2.1403675,0.0,2.450092,0.0,4.5442853,2.0418048,0.44814822,2.6399193,0.7875379,3.7065277,0.0,3.3084912,2.545156,0.69210076,0.37251794,0.34049946,3.0867834,0.0,0.0,1.0609099,0.16370887,0.00849225,0.0,0.32885757,0.20628478,2.5218842,2.0211751,2.6632478,3.1082304,2.4130163,2.407452
