filename,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97
Ac2HgGe.png,3.7336154,5.4437494,5.195404,2.9079251,1.7451528,2.078542,4.424902,1.4131889,0.0,0.0,0.0,0.8967455,0.674191,1.8689677,0.0,0.0,6.0197,4.9664116,0.70211506,0.21076965,0.7819377,0.0,3.6285489,2.5747607,0.0,1.0860295,2.634401,2.2406652,0.0,0.36562884,0.0,0.9316715,2.0944076,1.1283221,0.5172354,1.8633214,0.0,1.1216819,1.4723163,1.1094875,0.0,2.189734,0.7044299,0.5455704,0.8426778,1.5400579,1.472008,1.5441322,3.0626886,0.9976406,0.17119008,0.011097267,0.0,0.0,0.0,0.14923146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2434244,0.0,1.1109614,2.051188,1.0548359,0.0,0.0,3.470004,2.0273733,1.0233582,1.4372363,2.2865813,0.08003335,0.8879939,4.279636,2.8909533,1.0044751,2.1750553,1.7712693,0.26297578,0.0,6.0108757,4.607381,2.7495503,2.9654427,2.0672858,1.2034013,0.0032930071,1.4286374,4.869754,3.9350557,2.4742692,2.3384626,2.4414077,0.9092078
Ac2SiAu.png,1.8143021,4.509527,5.2756605,2.426464,3.5464325,2.1307242,1.6197103,2.136783,0.0,0.0,0.16971469,0.3807333,0.11930108,2.5118747,1.1428956,0.96355206,3.0763707,0.99325264,0.0,0.0,3.1930103,0.0,0.0,0.500505,0.0,3.7897482,3.1706054,0.7441672,0.0,3.3861089,1.2597483,0.43306994,4.401824,1.4101921,2.1196547,4.805148,2.8283448,0.7566996,3.0938919,2.1019776,1.1674877,3.942211,0.0,0.0,0.0,0.0,0.0,0.0,0.8976825,1.318804,0.23969294,0.52827334,0.0,0.0,0.0,0.0,4.2739363,1.3167794,0.0,0.559412,0.0,0.0,0.0,1.5093589,5.048929,1.6631106,0.7341984,0.0,0.0,0.0,2.5659847,2.8438325,0.37591523,0.0,0.66600126,0.78149885,0.0,4.2639394,5.208847,6.0131016,1.3396322,2.1292257,2.6164787,2.4663398,2.943439,6.3826694,6.4876113,7.993249,3.5988626,4.9327784,4.5210543,1.5710799,2.0753021,3.3577538,3.4198592,1.3488978,2.5949059,1.199497
AcAgAu2.png,2.7710252,2.9755073,3.2710116,3.755425,3.353952,3.9834032,2.7062728,2.898467,0.0,0.26736027,0.69284654,0.0,0.19928288,2.4810896,0.9737533,0.0,0.0,0.43156976,3.2172031,1.2967994,2.1372695,0.28933585,0.0,4.8594594,1.4287446,0.0,0.46154055,1.333112,1.2226948,0.0,2.3213482,1.9982812,1.744701,0.0,0.70421815,3.3241901,0.70718604,0.0,0.0,1.6991525,0.15679455,6.0314083,0.0,0.041559547,1.3996174,1.6570168,0.5186399,2.6841862,1.8662646,2.4371982,0.007823565,0.0,0.0,0.0,0.056111943,0.0,2.5428545,2.3133621,0.0,0.0,0.0,0.0,0.0,1.7557201,5.329533,1.4099979,0.0,0.0,0.16816694,0.11282492,3.7515707,2.613615,5.3181944,4.2486296,0.23803645,0.0,0.0,6.1968985,4.162899,2.4084792,5.1459656,7.138262,0.5135802,0.0,2.9273458,9.822403,2.881343,3.0196795,3.3004422,4.2464848,0.73557967,1.3305922,3.0775647,4.223493,2.8043385,1.8313117,5.0583487,0.38685572
AcCdRh2.png,0.9085013,1.9653623,2.006577,2.8334775,3.1695728,0.3428688,3.5809464,4.7553554,5.581682,1.4998751,1.4303375,0.17566973,1.2766542,5.874176,3.3776112,1.0791434,0.20867515,1.0790799,0.18785685,0.0,1.9215022,2.1552145,0.4880084,0.0,1.2929307,1.2653501,2.3807797,1.8862182,0.8564409,0.0,4.1546636,3.9815211,0.95693517,2.689906,1.5239304,0.0,2.152114,3.1939263,0.0,0.09151906,0.0,0.5410793,1.7920353,1.7124412,0.029854387,2.3299234,2.4897542,2.4063687,3.1105459,1.8072591,0.6837276,0.0,0.0,0.0,0.0,0.0,2.215891,6.016588,2.9826403,1.4064697,0.0,0.0,0.0,1.9611335,3.4094775,6.930723,2.1127498,1.4602767,0.047926784,0.0,0.8159502,1.719124,2.0265622,0.0,0.95052344,1.6101422,0.0,0.74320066,0.84256494,1.0129738,1.4906111,0.8885448,0.0,0.0,3.0948865,1.4411238,1.5050492,1.0611355,2.261835,0.0,0.0,3.9129639,3.9839354,1.2342271,2.3635614,2.1214905,2.701721,1.2190943
AcHgRh2.png,3.8713512,4.04048,5.154443,5.0609684,2.5028422,2.9455564,4.052632,1.328079,0.0,0.0,0.0,0.0,0.19639564,2.1996796,0.57101166,2.9955597,3.060748,0.6296139,4.7947083,1.3180853,0.68247676,0.0,0.0,0.0,3.1827748,2.7017612,0.5291184,1.3464341,0.0,1.4097135,3.1895146,0.0,0.0,0.0,1.4366667,5.3777447,5.2288465,0.79799384,1.6033232,3.7511806,3.0129955,5.646125,0.0,0.0,0.0,0.0,0.065032244,0.19245088,0.6380376,1.9985514,0.09126554,0.0,0.0,0.0,0.0,0.09479138,0.7923494,0.44262457,0.0,0.0,0.0,0.0,0.0,1.8689812,2.5559404,2.0512245,0.87377113,0.552617,0.0,0.0,2.1127324,0.8270072,0.0,1.4334319,0.0,0.65873146,0.0,4.206012,2.6350303,1.7354419,2.1657076,0.37346107,0.0,0.0,2.7861314,6.7191315,5.31234,4.826084,3.742274,2.4123857,0.4550385,1.6442827,1.6382052,3.570853,2.7823048,1.2126853,1.4141487,0.07617435
AcSnPd2.png,1.4860151,3.8831213,4.942505,1.1209352,2.5756893,1.8665149,2.12746,1.1547787,0.0,0.0,0.7582462,4.9849377,1.9440196,1.5142515,0.0,0.0,1.9165745,5.450395,2.192836,0.0,1.7791759,0.49420816,0.0,0.40644646,1.7199726,0.2918607,0.0,0.16851664,3.1572688,0.0,2.6910872,0.0,2.086513,0.0,3.1149158,2.2097743,0.76740813,1.0354087,0.6340617,1.0003637,0.28194058,4.063691,0.0,0.0,0.2918686,0.5717689,1.6877855,1.2254925,1.8003458,1.8905978,0.28239053,0.0,0.0,0.0,0.0,0.0,3.4671435,0.9758443,0.0,0.0,0.9103553,0.96013236,0.0,2.0904021,2.8013926,0.31969184,2.2284584,1.9519144,3.742854,1.5673125,5.432128,2.2029731,1.7699165,0.47616285,4.2007,2.5154054,0.24850702,5.8779993,5.7830596,6.2368755,1.2424213,1.6548886,3.0449562,0.61113054,2.9406157,10.403927,4.2971344,5.3118567,1.7649174,2.6870515,0.4769367,1.2133653,4.1434627,3.128776,3.5650163,2.2668111,3.6235375,0.5202187
AcTlRh2.png,1.5787627,3.8721452,4.385583,2.6859465,2.4923663,3.424003,1.760424,2.308699,0.0,0.0,0.0,1.5071785,0.0,1.7210151,1.6599983,0.8365717,0.0,1.7302231,0.0,0.0,5.008604,3.7321606,2.649578,2.348371,0.2510275,0.0,2.8064835,4.392565,1.5437374,0.9974324,1.3687134,0.0,0.0,1.2463014,0.30153003,0.0,0.0,0.2864116,0.28400338,3.5197043,0.41278845,0.0,0.09207463,0.35729003,0.5341176,0.878001,0.4534549,0.14380482,2.988996,1.1088867,0.10401426,0.0,0.0,0.0,0.0,0.0,2.8776367,0.7110506,0.0,0.0,0.0,0.0,0.0,2.7146192,7.570465,2.490583,1.9268577,0.0,0.0,0.0,4.0158434,7.052453,11.513725,5.1171207,2.3953266,0.0,0.0,1.0433434,4.0166116,7.883224,5.1175265,3.8806782,0.0,0.0,2.7071447,1.2288438,1.6130197,3.4337392,3.30343,2.3508823,0.0,2.601607,2.466919,1.3429627,2.325104,1.0706995,2.2538633,1.6118827
AgHgPd2.png,5.914561,6.6249104,4.436301,6.5358047,2.1278179,2.5343022,6.560016,1.5448325,0.0,0.0,1.9010355,0.0,0.0,2.2338085,1.1693646,0.0,3.1955872,2.2117891,0.0,4.000004,1.029947,0.42229173,2.8813107,2.656146,0.0,4.102497,5.0866346,0.37193838,0.0,0.7337966,1.7670364,1.6738837,2.6644487,0.9213261,1.338251,0.0,0.0,0.3484937,0.28031766,0.0,0.0022056103,1.1932572,1.8085797,1.2404819,1.4229984,0.92271876,1.1784528,1.8383477,3.129439,1.2965287,1.386182,0.0,0.83932316,0.0,0.0,0.26051372,0.9172475,0.6821269,0.97443724,0.0,0.30614924,0.0,0.0,1.6218498,2.9145825,4.5977335,0.9395117,1.7970235,0.98251766,0.0,2.0120497,3.4813504,3.584352,1.3125603,3.0513926,0.8000846,1.988125,2.4627612,1.446471,0.0,2.815277,1.2383124,0.0,2.2758172,4.532814,1.3163594,0.0,1.7791517,0.32897174,0.0,0.016721902,1.0719509,2.9560554,1.8624963,1.4666924,1.8932666,1.2626064,0.7815993
Al2CoIr.png,6.6059084,2.7428014,3.1025083,3.222641,3.45521,1.7304934,4.9553256,1.9275566,0.0,0.17379302,0.0,0.19348067,0.0,3.1942925,0.0,0.0,0.9396292,0.038879693,0.35560834,1.8807108,0.38894796,0.775233,0.0,0.323578,1.1997807,2.9667964,0.29238546,2.1269882,1.3035579,1.5510299,1.3191823,3.2568457,3.1044726,1.4733896,2.9183617,0.0,0.0,0.0,0.35579893,0.0,0.5869139,0.49375775,1.0171561,0.9878559,0.83365256,0.8794539,1.422466,1.4334031,3.2598388,3.8184834,2.1905584,0.6978833,0.0,0.12850462,0.0,0.16182937,1.3262773,5.8559737,1.7420583,0.0,0.0,0.0,0.0,2.3511016,3.0859194,2.8129015,0.74421585,0.060789168,0.0,0.0,5.6379824,3.7415638,2.0174606,2.2406268,1.771113,0.23091215,0.0,1.3343396,5.599487,2.4993334,2.4992702,1.6094965,2.186684,0.13983005,4.6567354,2.038119,2.5187201,1.6561363,0.60035753,1.8069196,0.0,1.8871703,3.2188447,2.6981008,1.8994958,1.809177,2.1020174,1.4170787
Al2CoRu.png,4.8324847,6.194604,3.3995147,3.0236752,2.916352,2.9136822,5.500321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49081993,0.94338477,0.0,1.9001747,2.8014424,0.0,1.8649582,4.5681577,4.376502,0.8551304,1.0068785,0.214016,2.638256,7.0581174,1.3159001,1.0096115,0.0,1.5017774,0.0,0.7127483,1.5611535,0.0,0.0,0.0,0.24527094,0.6107054,2.2880323,0.0,0.29344726,2.0514903,1.6722654,1.6029851,1.9140127,0.90639114,2.6789799,0.27640122,0.58368075,0.08719291,0.0,0.0,0.0,0.28529766,0.0,0.0,0.19460678,0.0,0.0,0.0,0.0,3.8773422,4.586357,0.03693788,0.28198248,1.2532576,0.0,0.0,2.9266195,6.5480423,7.4886956,2.3642073,0.37412688,1.1530379,0.08685446,1.0539366,2.110732,5.4337044,3.0826263,0.6758513,0.04327762,0.0,2.7701669,0.8360457,2.6567965,1.9901496,1.4848293,1.0297611,0.0,2.8547761,2.6786187,2.2698479,2.6740649,3.721504,0.8221637,2.0294833
