filename,z0,z1
Ac2HgGe.png,2.6421022,1.7139964
Ac2SiAu.png,3.1625662,2.6268342
AcAgAu2.png,4.675918,3.130159
AcCdRh2.png,2.262776,1.5065923
AcHgRh2.png,2.8399541,3.6269815
AcSnPd2.png,3.7911854,1.580567
AcTlRh2.png,0.06599404,0.11884659
AgHgPd2.png,1.8761368,-2.6217825
Al2CoIr.png,2.73034,-0.29588035
Al2CoRu.png,2.9853287,-2.0632596
Al2FeCo.png,3.537799,1.433527
Al2FeIr.png,1.4932606,-0.58569026
Al2IrRh.png,2.1216714,-1.7548417
Al2NiRu.png,2.587551,-2.0283282
Al2PdRu.png,2.1742542,-1.8612436
Al2RuPt.png,1.4870254,-1.1821429
AlCrRu2.png,2.626387,1.2832133
AlCuAu2.png,6.633743,4.187275
AlFe2Si.png,3.403807,1.5665207
AlFe2W.png,3.1838298,1.1938586
AlGeRu2.png,2.767156,1.5541904
AlZnIr2.png,2.7884555,-2.1265528
BaSrTl2.png,2.953138,2.963658
BeCo2Ge.png,3.0442672,0.34525788
BeCo2Si.png,2.9206717,-0.2822547
BeFe2Si.png,2.867825,-0.60633063
BeSiNi2.png,4.853495,2.774237
Ca2PdAu.png,5.2011123,1.1976413
CaAcRh2.png,-1.0297015,1.7235625
CaAg2Sn.png,2.7676308,-1.0091896
CaCdAu2.png,6.7203083,4.267305
CaCdHg2.png,0.23120235,2.3365505
CaInAg2.png,4.704411,2.157265
CaInHg2.png,1.320293,2.3055623
CaMgHg2.png,0.32973272,2.2759461
CaSnAu2.png,0.3395427,2.4652636
CaSnRh2.png,2.5167825,-2.0412812
Cd2AgAu.png,6.6272693,4.1799254
Cd2AgPt.png,2.3894415,3.830309
Cd2AgRh.png,3.183794,-2.6037314
Cd2PdRh.png,2.2410355,-2.8337133
Cd2PtRh.png,1.4787775,0.97339433
Cd2RhAu.png,2.0469985,-1.7342339
CdAgPd2.png,1.8720158,-2.6684103
CdInPd2.png,7.1108594,0.043294694
CrSiRu2.png,1.9832773,2.667166
CuSnRh2.png,2.326535,-2.1619096
Fe2CoSi.png,3.109504,0.22953154
FeCo2Ge.png,3.1260893,1.0745136
FeGeRu2.png,2.4574673,0.8844865
FeSiRu2.png,2.2922277,1.4212164
FeSiTc2.png,2.1184793,2.5248125
FeTc2Ge.png,2.1060734,2.5469248
Ga2IrRh.png,2.1133802,-1.8909783
GaCuRh2.png,-0.92828465,3.2025242
GaFeCo2.png,2.515767,2.1847677
GaFeRh2.png,2.6561625,3.5182655
GaFeRu2.png,2.507592,1.0453353
GaGeRu2.png,2.759357,1.6505347
GaNiRh2.png,-0.9495959,3.1797373
GaTc2W.png,-0.035091475,4.982196
Hf2CoIr.png,1.8207201,3.8252378
Hf2CuTc.png,1.9815238,4.181807
Hf2FeRh.png,1.3411138,3.3982215
Hf2FeTc.png,0.9646508,3.2432477
Hf2IrRh.png,3.876556,3.3597412
Hf2MnRh.png,1.9070599,4.115409
Hf2MoIr.png,-0.07299308,1.58138
Hf2MoRh.png,-0.6222578,2.80479
Hf2OsRh.png,1.262383,2.9415073
Hf2ReIr.png,2.726924,2.4574282
Hf2TcIr.png,-0.55129576,3.094995
Hf2TcOs.png,-0.34118795,1.6788765
Hf2TcPd.png,2.0128834,3.9015493
Hf2TcRu.png,-1.3423665,2.5399005
HfAlCo2.png,1.701307,1.2310668
HfAlCu2.png,3.6484542,0.21220066
HfAlNi2.png,4.4299183,-0.89748544
HfAlPd2.png,3.8528655,1.6067545
HfAlRh2.png,6.1966195,1.0513899
HfCdRh2.png,-0.40466273,0.2657699
HfCo2Sn.png,2.1996498,3.2714522
HfGaCo2.png,1.691212,1.2836688
HfGaRh2.png,6.2184467,1.020107
HfGaRu2.png,3.35445,1.8413812
HfGeRu2.png,1.0876439,-0.032006953
HfInCo2.png,5.6517725,0.041097138
HfInRh2.png,6.9461026,0.081437185
HfMgAu2.png,3.3151474,1.6309289
