filename,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48
Ac2HgGe.png,0.80885375,0.0,0.0,0.0,0.2791919,2.8921673,1.6513305,0.0,0.0,2.194558,3.4329736,2.0504994,2.5772407,0.22682577,1.0628543,2.6110458,1.9069313,0.42815834,3.160698,3.6051404,1.8545089,2.1556153,0.88826627,1.7612339,5.163991,4.1215763,2.737646,2.2442966,0.0,0.0,1.811064,1.3456247,0.1160779,2.1899269,2.7393215,0.9768415,2.5184796,1.5593109,2.5571253,4.0553136,5.7371287,3.8861182,2.1395166,1.415037,2.823934,3.5740333,3.0413039,3.4356785,1.7567184
Ac2SiAu.png,1.3764113,2.1354563,0.278377,0.0,3.0683355,1.6607196,2.1007938,1.4983336,0.0,0.0,3.3316383,3.2919729,3.7065792,2.452447,0.5873229,1.1850591,2.0250857,2.2285047,2.1093187,2.1396556,0.66817945,1.1659145,0.0,0.0,3.1299255,2.4434462,3.2286825,3.7257204,1.1092919,2.0883775,3.940076,3.6486363,3.0737488,5.9894714,5.793149,0.0,0.0,3.00168,1.9337993,4.350112,4.8847966,2.1937282,1.3939528,2.9496987,2.890859,4.0064383,3.6589005,3.103489,2.3256307
AcAgAu2.png,1.985245,2.979337,1.8721335,0.0,0.0,1.7858268,2.1275475,0.0,0.0,2.0695992,2.9902685,3.3952718,4.0339394,0.6375432,1.3002275,2.2163618,1.2297609,1.78633,3.2287118,3.4002688,3.6926832,2.0916586,0.0,0.22000527,4.496132,2.6425653,5.585417,2.9272096,0.0,0.0,3.5707774,4.89501,4.7999973,7.4849644,2.0274553,1.0375568,3.1026018,7.601548,5.2477517,6.2827377,5.256197,3.5985987,1.6331974,3.213727,3.0093994,3.7247221,3.9683394,2.5476043,2.1806319
AcCdRh2.png,1.4311109,2.0076237,1.4597678,1.6992073,2.7102485,5.172898,0.74992734,0.0,0.0,0.0,1.2239726,2.871733,4.4359426,0.97803235,0.0,0.06065941,5.921719,4.7152042,4.0887337,4.0150847,1.684193,0.9511222,3.9456205,2.8462896,1.8206981,4.118188,2.490593,2.4823627,1.9689225,0.7196109,2.4130394,5.6398263,3.189043,2.5579848,1.2326035,1.4579612,2.8762684,3.5007215,2.840497,3.3743129,3.2601368,2.4284005,0.27835938,0.0,0.0,0.0,0.0,0.0,0.0
AcHgRh2.png,0.0,1.9291831,3.5916524,1.5837696,1.1981934,2.1629388,1.504206,1.6580366,1.6128246,2.9453723,2.6872687,4.448335,2.4585075,1.2465075,1.5045183,3.1667707,1.8176336,3.6653974,1.905297,3.0044665,2.5482235,0.7432303,0.0,0.0,2.1609528,3.0802288,4.032375,1.8316135,0.0,1.279259,5.8223324,4.4164405,3.754537,4.613923,3.0951328,1.8888195,2.703875,1.46623,2.3867962,2.164206,2.0667486,2.0074818,1.0412259,0.6270181,1.9301385,2.7251155,2.5426118,2.7669866,0.40818235
AcSnPd2.png,0.0,0.84650356,3.046227,4.2438736,4.451902,4.568048,5.0472913,2.264898,2.5462217,2.0378547,4.658771,1.8818398,2.8439903,2.968787,1.1921363,1.5199513,1.9802032,1.5137693,0.22853136,4.2712975,4.4966125,0.0,0.0,0.0,3.6277885,4.223255,7.654328,2.8199782,0.0,0.0,4.3038087,3.7420685,3.9322443,5.9429893,2.269245,0.96910375,3.9371738,5.395753,4.204828,5.65526,3.1737719,1.9880743,1.9477617,1.736459,2.0909042,3.5925932,2.6748729,1.9025513,1.3449904
AcTlRh2.png,0.0,0.0,1.3600144,1.3657427,2.6426396,4.263091,1.677102,1.9367137,1.7892637,1.3271827,2.4052389,3.1611447,4.192939,1.8349075,0.0,0.0,0.22242486,1.3509878,2.6558967,3.6040928,0.23238729,1.2530946,3.98156,5.9446,6.1675315,7.1321754,4.630555,4.1881366,2.3342168,1.7014196,2.244677,4.6370907,4.8831434,5.2834854,2.4824486,0.0,0.0,1.7531282,3.4580197,2.4803267,2.5055141,0.3098276,0.28047204,2.0976114,2.100825,1.6066985,0.30596963,0.5017697,0.0
AgHgPd2.png,0.0,0.0,4.085678,4.3076954,1.8253992,5.1868453,3.397241,0.0,1.7168171,7.8693023,4.828658,5.955612,6.594785,4.2352114,0.68803066,4.3855653,4.4135885,3.4588504,7.099611,3.5046704,4.1867886,2.6942992,2.5989265,2.4753263,4.7054358,4.0378523,4.3979197,4.371759,0.36628687,0.0,1.096731,2.2882814,1.9425051,2.2125106,0.9160398,1.6704646,1.9154577,2.8144503,2.963611,2.2006447,2.8338118,0.4148891,0.0,0.0,0.77939284,0.98592764,0.9695325,0.0,0.0
Al2CoIr.png,0.74032295,2.152857,2.0083537,0.40756202,0.0,1.1371105,2.3580198,0.5481619,0.0,2.2625628,2.7266767,3.0834715,5.765871,1.4691067,1.501159,2.9824693,3.23273,3.391782,3.393433,3.377809,2.39673,1.6663003,1.472163,2.4653594,4.6130614,2.575849,4.4134965,2.404049,1.971828,1.5864733,2.7437992,3.3025258,3.3275738,3.6403432,1.1096202,1.8492241,1.6637557,2.2803977,2.36927,3.1166332,2.587906,0.1593937,0.444102,0.94112426,1.7806203,2.3203268,1.7934356,0.36759424,0.0
Al2CoRu.png,0.34372056,2.59053,3.6216817,2.4722605,1.9647989,3.2774284,2.1182263,2.2496862,1.6030618,2.3373935,3.320585,1.9590235,3.668819,0.7645993,0.0,0.0,0.7888322,2.9204898,2.685388,4.4915433,1.8467227,0.90383697,2.344243,5.675754,4.4388204,4.601488,3.7997603,2.1716104,1.909349,1.436461,2.5423002,3.6037173,3.7897732,2.4383132,2.4220634,0.8287939,1.2164402,2.3271,2.9414444,2.1271894,3.131422,1.172874,0.0,0.9370554,1.8665395,2.0974462,2.7289164,2.4627094,0.34897053
