filename,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48
Ac2HgGe.png,0.6304152,0.0,0.0,0.0,0.19651276,0.9135376,0.0,0.0,0.5531137,1.974544,3.1120715,1.7670665,0.0,0.0,3.0094073,1.6973033,0.15174705,0.0,0.35771224,2.7990704,2.1606622,1.722084,2.8087094,2.8359208,1.0628152,1.8960499,1.7823536,0.3179601,1.4616969,2.7134955,0.42793548,2.2012954,1.7678019,1.4789405,0.09946319,1.533026,0.0,2.4595845,2.725173,2.4455774,1.8989938,1.6184686,2.175245,3.5803897,2.1397717,2.1598625,1.836871,2.2457552,0.13272414
Ac2SiAu.png,0.0,0.0,0.0,0.0,0.0,0.39113808,0.24817327,1.5657487,2.8296313,3.6046488,1.4415692,2.608317,1.0893983,0.5312035,1.4985464,2.5596921,0.30332372,1.284313,2.083242,2.0228333,1.4575541,1.7288727,1.0504652,1.9619408,1.3808345,0.0,0.0,0.0,2.5407999,2.8274846,2.4316015,4.185816,3.361454,3.2789202,1.4328883,1.5546265,0.97032046,0.38876787,1.309247,1.0716106,0.60035604,0.0,2.5685987,2.5830638,3.3100626,0.8698208,1.3850517,2.6682425,2.3176758
AcAgAu2.png,0.0,0.0,0.0,0.0,0.0,0.0,0.43658784,1.4692117,1.5595043,2.808696,2.8254266,1.5392517,1.9523212,0.0,2.0311732,1.7854621,1.766461,2.6920717,1.650142,2.7432845,1.6028523,2.7123241,1.667918,0.52008116,0.0,2.3272283,0.6996821,0.8464983,1.5483413,3.602981,2.008699,4.037543,0.98847014,1.3495541,1.4357753,3.9024873,1.4584185,2.8579664,2.1705327,1.536788,4.391506,0.9394433,3.2267265,0.6066958,2.522581,0.0,1.4326214,2.7634683,0.28022423
AcCdRh2.png,0.0,0.0,0.0,0.0,0.0,0.0,0.22834295,1.511436,2.9106178,2.7662563,2.8224282,1.5075872,2.0905886,0.6562219,1.8063847,1.6928487,1.4108644,1.0956416,1.9346566,2.7022524,1.4612005,3.932141,0.8792058,1.5755231,0.60616547,2.6390715,3.3057766,0.5376531,1.5165746,1.3620229,2.843002,0.41135365,1.0887213,1.0979683,0.108325765,2.5528226,2.4472218,1.4867144,2.4636977,1.7599144,2.234122,1.4951923,1.0035115,0.360108,1.2016227,0.34920862,1.4361591,2.204983,0.21023762
AcHgRh2.png,0.0,0.0,0.0,0.026606407,0.0,0.0,0.39376163,3.1953285,1.112983,1.5866772,1.4520541,2.0072372,2.8985643,0.0,2.244454,3.0518868,2.6520023,0.0,2.0547805,2.4341063,0.8800634,1.3917466,1.7170098,0.0,3.0720494,1.4287002,1.7796183,0.0,1.1789627,2.508328,2.368043,2.4575064,1.81441,2.2344704,1.1391499,3.2125847,0.0,0.5522079,0.23820989,1.9712489,2.811865,0.14988127,0.4330083,2.7415745,1.8819813,1.8709949,0.9586564,0.6472173,0.19622773
AcSnPd2.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5346777,2.1518555,2.0878906,1.9577807,3.7995296,2.5856605,2.4100356,2.2981334,3.0374174,0.7042606,1.1141021,0.0,0.6555555,0.33316916,0.88027716,1.4592887,4.159394,3.2852123,2.7202501,1.9098194,0.0,2.2630749,3.2583377,0.5015098,2.968311,0.6498372,2.1459913,2.1157067,3.713658,1.0069805,1.4949466,1.2842658,0.917035,3.4018607,1.1037276,2.191187,1.7397239,2.9584463,0.0,2.1477225,2.1784894,0.16102478
AcTlRh2.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.126977,2.7601004,3.339404,2.197012,2.248159,1.901524,2.0308871,1.1238155,1.0910373,0.0,1.4990261,1.3893087,1.0946274,0.7861781,4.0879307,2.6782718,2.979696,0.62251616,2.6872168,3.6906936,1.3492762,2.686296,1.9547764,2.36049,1.8343647,2.3680687,2.4036243,0.0,0.0,0.0,0.8363017,1.1557419,0.10354965,0.0,0.0,1.6747928,2.0828872,0.0,0.13108456,0.31954026,1.8470556,2.4167166
AgHgPd2.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8027215,3.1150837,3.6340516,3.8851519,2.3701098,5.8539195,1.289926,3.7083359,1.0772738,3.8089137,0.61789,1.0408096,3.7081075,0.0,1.9240391,0.9487002,2.1595042,0.24766462,3.9978473,0.63484347,0.0,0.33363372,2.13762,0.015944147,1.5399904,1.7259238,0.0,0.0,1.4707667,0.31316423,0.46191058,0.92389464,0.028235056,1.7057273,2.2990696,1.915819,1.5687414,0.99419045,0.46570718,0.50290245,2.2479773,0.15656364
Al2CoIr.png,0.0,0.0,0.0,0.0,0.0,0.0,0.3928866,1.9971232,2.1466055,2.8140104,3.74856,3.2739668,1.3593915,0.04218012,3.0694313,2.2596679,2.257439,2.125101,1.4293051,2.7529755,1.8566948,2.3328524,1.4654093,1.1469811,0.9073999,1.2609729,2.4396043,0.14560507,1.9508101,1.2450415,2.136981,2.4400132,1.2640136,2.1002867,0.31204873,1.5575888,1.6261241,1.3322918,1.5876918,1.2308543,1.909065,0.3050142,0.602816,1.9115257,1.7736181,0.09505065,1.1436129,1.2566392,1.225012
Al2CoRu.png,0.0,0.0,0.0,0.0,0.0,0.0,0.41074038,2.7842867,1.0362408,1.8658792,2.2480824,2.019641,2.9411337,0.0,2.1267352,1.6613516,2.1695957,2.2160852,0.7828948,2.1151702,0.0,2.5503178,2.0665164,1.9296045,2.1186829,1.1865165,2.9821541,1.3855469,2.820407,0.9717433,1.5066851,1.194607,1.8225713,3.1275508,0.0,0.8781318,0.23072997,0.70854855,0.95757383,2.3422377,0.0,0.16306087,1.2017381,1.0459161,2.4608378,2.0326416,1.0043166,1.5032139,1.9051559
