filename,z0,z1
Ac2HgGe.png,1.8289014,4.9762754
Ac2SiAu.png,1.5369016,4.581419
AcAgAu2.png,0.37599722,8.621636
AcCdRh2.png,3.797215,4.0234523
AcHgRh2.png,3.643254,3.2698982
AcSnPd2.png,-0.063871,2.9380717
AcTlRh2.png,1.6054246,2.3865008
AgHgPd2.png,7.400449,2.384158
Al2CoIr.png,3.218157,3.7832868
Al2CoRu.png,3.0005631,3.3364148
Al2FeCo.png,3.3090181,3.850253
Al2FeIr.png,3.78123,4.1617026
Al2IrRh.png,5.7278385,1.8211786
Al2NiRu.png,5.630411,1.9377694
Al2PdRu.png,6.3057365,1.5884632
Al2RuPt.png,5.3183846,1.717992
AlCrRu2.png,0.3349378,-1.338491
AlCuAu2.png,-1.8355491,10.445423
AlFe2Si.png,1.1841737,4.0425315
AlFe2W.png,2.9552586,4.5276794
AlGeRu2.png,2.9192832,2.9449902
AlZnIr2.png,6.015619,1.8500539
BaSrTl2.png,0.9342526,4.03214
BeCo2Ge.png,3.5344589,5.806839
BeCo2Si.png,3.734683,5.4198155
BeFe2Si.png,3.0988605,3.666762
BeSiNi2.png,3.478169,5.779493
Ca2PdAu.png,-0.76100975,6.13872
CaAcRh2.png,3.4675698,0.8104296
CaAg2Sn.png,2.4586904,8.869452
CaCdAu2.png,-1.9187882,10.535186
CaCdHg2.png,0.35615635,9.88318
CaInAg2.png,1.421814,9.802061
CaInHg2.png,0.27728772,9.797493
CaMgHg2.png,0.4201941,9.979359
CaSnAu2.png,0.3803256,9.938248
CaSnRh2.png,2.7944639,3.6275616
Cd2AgAu.png,-1.9028947,10.515084
Cd2AgPt.png,0.510693,5.3254952
Cd2AgRh.png,6.6467505,1.4110316
Cd2PdRh.png,7.2047033,2.2180233
Cd2PtRh.png,3.239136,3.0547342
Cd2RhAu.png,7.214108,2.441998
CdAgPd2.png,7.4514184,2.4022121
CdInPd2.png,-1.577697,5.50118
CrSiRu2.png,1.784079,4.1003704
CuSnRh2.png,6.7145596,1.9583925
Fe2CoSi.png,2.7253015,3.9760046
FeCo2Ge.png,2.7114136,4.439774
FeGeRu2.png,1.9745115,5.2639146
FeSiRu2.png,2.562391,4.0565324
FeSiTc2.png,1.9082139,3.0685902
FeTc2Ge.png,1.7595909,2.953172
Ga2IrRh.png,5.6785,1.9297564
GaCuRh2.png,7.4935665,2.4331524
GaFeCo2.png,2.3687792,4.5121408
GaFeRh2.png,7.503002,2.5116475
GaFeRu2.png,2.249237,4.3942475
GaGeRu2.png,2.895249,3.0515933
GaNiRh2.png,7.5190964,2.456185
GaTc2W.png,0.71652204,-1.1563905
Hf2CoIr.png,1.0327489,4.819177
Hf2CuTc.png,1.4972466,5.216871
Hf2FeRh.png,1.311577,3.4471993
Hf2FeTc.png,2.0056343,4.954209
Hf2IrRh.png,-0.31469563,7.236752
Hf2MnRh.png,2.0238166,4.057696
Hf2MoIr.png,2.8556204,1.2983508
Hf2MoRh.png,3.134686,-0.118732005
Hf2OsRh.png,0.28402698,3.8708856
Hf2ReIr.png,2.320049,5.038979
Hf2TcIr.png,2.235217,1.0085098
Hf2TcOs.png,2.9306087,1.2451065
Hf2TcPd.png,0.96243155,5.6934977
Hf2TcRu.png,3.5274887,0.9430741
HfAlCo2.png,2.1520543,2.557517
HfAlCu2.png,2.2605817,8.978235
HfAlNi2.png,2.8408954,5.787439
HfAlPd2.png,0.50054103,8.830215
HfAlRh2.png,-0.2827505,6.4882383
HfCdRh2.png,0.9565569,1.0619249
HfCo2Sn.png,1.4022288,5.776405
HfGaCo2.png,2.169723,2.439402
HfGaRh2.png,-0.26475844,6.490045
HfGaRu2.png,-0.2774764,2.7154982
HfGeRu2.png,3.2548928,5.225138
HfInCo2.png,3.548421,4.608001
HfInRh2.png,-1.0985477,5.84906
HfMgAu2.png,1.1020207,9.650055
HfMgIr2.png,4.525492,1.4830966
HfMgPd2.png,0.11951253,8.20373
HfMgPt2.png,-0.26235753,7.232964
HfMgRh2.png,3.8288848,1.7417084
HfNbTc2.png,3.7047148,0.49112207
HfScCo2.png,0.9996243,4.7632747
HfScOs2.png,2.9216554,1.1616396
HfScRh2.png,-0.43953568,6.9069953
HfScRu2.png,4.6536455,1.2702874
HfSiRu2.png,3.3137937,5.168733
HfSnRh2.png,0.35393897,7.640624
HfSnRu2.png,3.803835,1.8975104
HfTaRe2.png,2.998679,1.1253867
HfTc2Mo.png,0.5286363,3.330672
HfTc2Sb.png,3.4743054,5.0931687
HfTc2W.png,0.49592325,3.2728179
HfZnAu2.png,0.5785505,10.005763
HfZnCo2.png,3.723702,4.152975
HfZnCu2.png,0.3309045,9.55047
HfZnIr2.png,4.1394286,1.6148252
HfZnNi2.png,0.2772202,7.352155
HfZnRh2.png,1.0136725,1.0477804
HfZrTc2.png,4.453182,1.1629117
HgPd2Au.png,7.5011806,2.430269
InPd2Au.png,6.779465,1.5755268
LaInNi2.png,2.1177251,5.4625893
LiAlNi2.png,4.293695,1.7103105
LiCo2Ge.png,3.3415213,5.6620593
LiCo2Si.png,3.3380964,5.570992
LiGaNi2.png,4.260385,1.7506651
LiNi2Ge.png,3.7958138,4.9346676
LiNi2Sn.png,3.759069,5.0835247
LiSiNi2.png,3.7453346,4.9298964
Mg2AgAu.png,-1.9720209,10.584586
Mg2AgHg.png,0.9114071,10.027157
Mg2AgPt.png,-1.6000336,5.531912
Mg2AgRh.png,6.6773925,1.3919613
Mg2IrPt.png,3.7840433,3.2978256
Mg2PdPt.png,6.7334113,1.3075056
Mg2PtRh.png,3.9376667,3.3246052
Mg2RhAu.png,6.6685033,1.3453974
MgAlAg2.png,0.8527207,9.995628
MgAlPd2.png,-1.587582,5.538034
MgAlRh2.png,6.6263547,1.905996
MgCdAg2.png,-1.725459,10.337691
MgFeRh2.png,2.5784924,3.5834394
MgGaAg2.png,0.9194959,10.05644
MgGaIr2.png,3.2265186,3.000453
MgGaNi2.png,3.7023857,5.6446233
MgGaPd2.png,-1.5639457,5.5321283
MgGaPt2.png,-1.4929855,5.450232
MgGaRh2.png,6.594634,1.8671764
MgGeRh2.png,5.4984183,2.043148
MgHgPd2.png,6.7143836,1.3791064
MgInPd2.png,-1.5064492,5.533012
MgInRh2.png,3.3703194,3.2599359
MgMnPd2.png,0.34312737,4.442906
MgMnRh2.png,1.8557875,3.8909333
MgNbRh2.png,0.90447605,1.6238819
MgNi2Sn.png,3.5254045,5.738108
MgPd2Au.png,7.452298,2.3588884
MgRh2Pb.png,5.450191,2.0060709
MgRu2W.png,3.6728945,1.4310203
MgSc2Al.png,2.6979244,8.368108
MgSc2Cd.png,2.0609221,8.923897
MgSc2Hg.png,2.2956457,8.641473
MgSc2In.png,2.9779239,8.480201
MgSc2Tl.png,3.09095,8.412902
MgScAg2.png,0.9490267,9.036771
MgScAu2.png,0.7831652,9.830332
MgScCd2.png,1.7448593,9.570107
MgScHg2.png,1.8884562,9.452466
MgScPd2.png,-0.7281171,6.4975433
MgScPt2.png,-1.1422743,5.8535814
MgScRh2.png,4.9765983,1.297047
MgScZn2.png,0.32054523,9.857351
MgSiIr2.png,5.383833,2.0723677
MgSiRh2.png,5.848898,1.8678623
MgSnIr2.png,3.8420608,3.455523
MgSnPd2.png,0.442978,8.699262
MgSnRh2.png,6.07413,1.8475683
MgTaIr2.png,1.1229535,1.2485985
MgTaOs2.png,2.0843287,3.993536
MgTaRh2.png,0.9905778,1.4799461
MgTaRu2.png,2.9655278,0.87922907
MgTiIr2.png,3.286568,1.2701086
MgTlRh2.png,3.222611,3.086835
MgVRu2.png,3.4631667,1.1054767
MgZn2Ir.png,-1.2780261,5.31043
MgZnAg2.png,-1.9371682,10.550985
MgZnAu2.png,-1.8530556,10.464221
MgZnPd2.png,6.7392693,1.3459148
MgZnRh2.png,5.7958426,2.1214516
MgZrAu2.png,1.1967188,9.168179
MgZrPd2.png,-0.21121602,7.2794533
MgZrPt2.png,0.24381997,8.210955
MgZrRh2.png,1.2508236,1.274583
Mn2AlV.png,2.4878826,4.094269
Mn2AlW.png,2.3048127,4.3873544
Mn2CrCo.png,2.523262,5.2238603
Mn2IrRh.png,1.6216652,5.177505
Mn2NbAl.png,2.6002133,5.6140494
Mn2PdPt.png,0.5153504,4.190335
Mn2VSi.png,0.57015914,4.8947835
MnAlAu2.png,0.46359843,9.157275
MnAlCo2.png,1.256146,5.449366
MnAlFe2.png,2.7386756,4.9146624
MnAlIr2.png,1.0192736,4.392173
MnAlNi2.png,0.9298855,4.5068727
MnAlOs2.png,2.5472217,3.9841056
MnCo2Ge.png,2.8256629,4.1535125
MnCo2Si.png,2.5965374,4.1969457
MnCo2Sn.png,2.7036843,4.107507
MnFe2Si.png,2.6409945,4.5664845
MnGaCo2.png,1.9024513,4.2993712
MnGaRh2.png,1.747322,3.7426536
MnGeRh2.png,2.2082198,3.8645957
MnGeRu2.png,2.0249965,3.5966036
MnInPd2.png,-0.6138847,5.9634886
MnInRh2.png,1.4050528,4.8315372
MnSiRh2.png,3.1357827,4.151666
MnSiTc2.png,1.9655809,3.7260838
MnSnPd2.png,0.44754806,8.0219145
MnSnRh2.png,2.4991672,4.519811
MnSnRu2.png,2.1904116,4.540359
MnTc2Sb.png,2.3161802,4.0265718
