filename,z0,z1
Ac2HgGe.png,2.010882,5.160733
Ac2SiAu.png,8.2061825,8.422892
AcAgAu2.png,5.8317037,7.658452
AcCdRh2.png,1.1566025,7.8295336
AcHgRh2.png,2.1248424,8.8778
AcSnPd2.png,5.2745256,7.728638
AcTlRh2.png,-0.2083389,8.061822
AgHgPd2.png,0.2572365,10.116855
Al2CoIr.png,1.223481,8.245308
Al2CoRu.png,1.146537,8.505196
Al2FeCo.png,2.1810548,8.66091
Al2FeIr.png,1.3646163,8.0574875
Al2IrRh.png,0.8477064,8.698022
Al2NiRu.png,0.72606665,9.094049
Al2PdRu.png,0.4985802,8.887108
Al2RuPt.png,0.48912627,8.780445
AlCrRu2.png,0.35961935,6.989806
AlCuAu2.png,5.6650085,8.01995
AlFe2Si.png,1.1747624,6.4459243
AlFe2W.png,1.5800894,5.307374
AlGeRu2.png,-0.49593085,6.0178256
AlZnIr2.png,0.9330652,8.787708
BaSrTl2.png,8.210078,8.469577
BeCo2Ge.png,1.4921341,7.7432227
BeCo2Si.png,1.6068765,8.183358
BeFe2Si.png,1.1862179,8.375966
BeSiNi2.png,3.3724675,7.9565954
Ca2PdAu.png,4.4107027,7.840649
CaAcRh2.png,-0.46669585,7.0099254
CaAg2Sn.png,7.240091,8.809998
CaCdAu2.png,6.8669057,8.707731
CaCdHg2.png,7.554651,8.036856
CaInAg2.png,7.0172243,8.772632
CaInHg2.png,7.7014356,8.16691
CaMgHg2.png,7.487056,8.124877
CaSnAu2.png,7.4492207,8.294237
CaSnRh2.png,0.44159564,9.117264
Cd2AgAu.png,6.8700466,8.751402
Cd2AgPt.png,3.0810375,8.009724
Cd2AgRh.png,1.2799629,9.196539
Cd2PdRh.png,0.61439,9.879277
Cd2PtRh.png,1.9687053,8.928508
Cd2RhAu.png,1.0521368,9.039555
CdAgPd2.png,0.27545464,10.090386
CdInPd2.png,4.0126686,8.069896
CrSiRu2.png,6.6476583,8.143539
CuSnRh2.png,0.5648591,9.686708
