filename,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127,z128,z129,z130,z131,z132,z133,z134,z135,z136,z137,z138,z139,z140,z141,z142,z143,z144,z145,z146
Ac2HgGe.png,0.0,0.0,0.0,0.0,1.0225936,0.19489914,0.0,0.0,0.0,0.41266415,0.0,0.0,0.0,0.0,0.3208057,0.0,0.0,0.0,0.0,0.0,0.10520594,0.0,0.22977547,0.0,0.0,0.0,0.16420877,0.0,0.0,0.0,0.09817853,0.0,0.0,0.0,0.0,0.4227103,0.39597395,0.0,0.0,0.578092,0.77956355,0.6867618,0.0,0.0,0.42937478,1.1641474,0.42422917,0.0,0.0,1.2858508,1.0381042,0.40391052,1.379456,2.0289462,0.0,1.0346166,0.0,0.0,0.57907254,0.4430962,3.0034113,1.4850694,0.0,0.0,3.1864965,3.1543002,0.0076854527,0.0,0.0,1.4505236,2.4158995,0.0,0.0,1.3721527,1.2073979,0.3621947,0.18247879,0.22881567,3.9814677,3.0225253,0.0,0.72172767,1.3863069,2.8387926,2.443023,0.68764466,1.3029715,1.1848145,0.8672205,1.0048981,1.9924042,3.1468465,1.5133821,0.17325228,0.90208894,4.8107634,3.6333048,2.6965036,0.79990214,0.26500073,0.83129853,1.2551725,1.5926775,0.51125765,0.5561113,0.92668456,0.39312422,2.016117,1.9825084,3.0090804,0.6296699,0.55869603,2.3987987,3.301785,2.2007508,0.9337261,0.7141553,1.7816368,2.7459726,0.0,1.3578268,4.2713385,2.9322624,1.5642475,1.7021357,0.3689615,0.9003771,2.3856115,0.7012135,2.1851833,2.5210483,1.7184609,0.74052346,1.2233409,1.2309569,2.0327299,2.1404738,2.7935772,1.55931,1.6931963,2.5086432,2.4290273,5.032243,1.9121394,3.267129,1.1586535,1.7242249
Ac2SiAu.png,0.5472598,0.0,0.0,0.0,0.0,0.0,0.37021118,0.16255327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5871934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089931436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19986369,0.0,1.1968077,1.1622893,0.0,0.0,0.0,0.51128817,1.3052312,0.5619062,0.034292653,0.6635761,0.5529174,0.69898474,1.8910687,0.2907159,0.0,0.80752474,0.0,0.0,1.1417017,0.0,1.5046283,3.095677,0.38371643,0.7426261,1.511793,1.1534897,0.21515262,0.0,0.0,0.33991838,2.0218828,0.0,2.4967961,0.8904245,1.3872886,1.63872,0.34849852,0.88264924,2.7301164,0.74214965,0.7699969,0.0,0.009770568,4.377668,4.5533624,0.34796172,3.0717876,2.9300013,1.483926,1.2141616,2.5272965,2.9373825,3.6014152,0.87857795,0.44458446,0.48968953,2.4085827,3.5500228,1.8940353,0.23716806,1.0477126,1.4198356,1.0795068,0.92796785,1.3192405,1.6332959,1.0189015,1.1666075,2.222023,3.9269753,2.8161771,2.2041442,2.4013336,0.6776074,0.9138236,1.8708055,2.1701016,0.72774446,2.255274,0.5129674,0.724115,2.1256797,1.4682741,1.9860826,1.0416385,1.2459899,0.72167796,1.139651,1.8452265,4.654884,3.7180924,3.7178602,5.2085547,4.643737,2.608185,1.8095157,0.52424705,0.68704,0.868121,1.4958794,1.5351367,1.4321764,4.69618,3.1171143,4.3064165,4.071835,0.7954604,2.3531685,3.6550345
AcAgAu2.png,0.33399647,0.12605597,0.0,0.0,0.0,0.5751265,0.66911864,0.0,0.0,0.0,0.12442598,0.3109956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32982847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2813832,0.023530036,0.0,0.5018274,0.027455315,0.0,0.0,0.0,0.5050033,1.81825,0.0,0.10359812,0.8119951,2.207072,0.0,2.0708761,3.0884068,0.27054942,1.1445502,1.3015919,0.0,1.7434505,0.0,0.0,1.0914254,0.8274094,2.801684,0.23250556,5.0373764,5.824107,0.15929547,0.71213037,3.9220726,1.7173359,2.256864,0.0,0.0,2.9275906,2.471232,0.35647225,1.0585527,5.4212255,4.7849197,2.4166837,0.0,0.016456693,2.742539,3.81382,0.0,0.12968439,4.902068,0.7286393,4.4144535,1.8583455,5.4282746,2.7178822,4.3967857,0.3330502,0.85394186,4.0890174,4.022583,2.0813377,1.7940347,1.1197917,1.6472449,1.8923922,3.5509617,0.0,0.9350958,1.1801383,0.61485857,1.8092418,1.3560843,0.30503675,2.6027105,1.6262326,1.3134928,2.3637612,1.6503751,2.3036497,1.5640693,2.2882085,1.999879,0.3674663,0.63993,1.5640402,1.4984734,1.9945841,2.7681947,2.1879966,3.3101377,3.1848118,2.6650944,0.68510413,1.9824424,3.8554394,2.8194602,3.0388603,3.2053003,1.1840713,2.974536,4.0229435,5.42224,2.4518678,1.9136903,3.2075126,2.1790752,1.9313588,3.8922932
AcCdRh2.png,0.20918874,0.06759472,0.0,0.6206226,0.14099312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6287255,0.4901896,0.0,0.0,0.3766934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48328894,0.07413583,1.2485074,0.0,0.22254369,0.88718677,0.0,0.0,0.0,0.53755736,0.64034873,0.3439887,0.41199014,0.4028908,0.0,0.0,0.65575933,0.3722833,0.25069904,0.5186027,0.7861535,0.0,0.0,0.0,1.5166416,3.5388322,2.729642,5.395071,0.1237575,2.2033339,0.38966775,1.1249956,0.8730285,0.0,0.0,1.9368093,0.0,1.9298284,5.986611,3.3936467,2.9676363,0.19153795,1.6508862,5.480209,3.1380897,0.8497311,0.0,0.32647884,0.041760564,1.1811304,1.4080579,0.0,2.2768838,3.5065603,0.54486436,2.5330236,1.1905379,0.6413572,2.0878863,0.0045979023,0.0,0.0,0.0,0.66744447,0.6210454,2.2805722,1.1374242,0.2979072,3.0720956,1.6587603,0.6997144,2.395556,2.615611,1.8700533,2.1372032,2.4549265,1.6402718,1.999217,1.8041265,1.9598793,1.4499938,0.24458294,0.71028674,0.83501804,0.43583414,2.3316035,4.8976817,3.3702974,1.382109,0.8333457,1.268157,2.441632,3.920022,2.5283375,0.78604543,2.766316,1.8051254,0.16950157,1.331888,1.4552591,3.8880122,4.2032204,0.19368002,2.5661042,3.3449795,2.0031068,3.6816761,0.0,0.0,0.8717661,0.43632895,1.2018968,1.1701398,0.47665083
AcHgRh2.png,0.20436394,0.0,0.0,0.0,0.0,0.0,0.16923591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8039498,0.6101461,0.0,0.0,0.0,0.29758897,0.0,0.0,0.0,0.41558784,0.0,0.0,0.0,0.0,0.0,0.6959694,0.65434474,0.0,0.74960184,0.0,0.71549,0.27171603,0.0,0.0,0.43658116,0.6219203,0.5072707,0.0,0.44846147,0.060591932,0.2351699,0.66172487,0.8406191,1.2319655,0.42650837,0.36750358,0.0,0.039939515,1.9475846,0.8076454,0.45369375,0.0,3.13967,3.9648592,0.30789936,0.0,0.7242422,0.8899649,3.00988,0.0,0.8239523,3.117682,3.7756305,0.2577218,2.3544588,0.37124705,2.9127474,0.46541405,0.89548486,0.0,0.17896175,1.7432048,1.7815008,0.0,0.24607159,0.0,0.0,1.589248,0.0,0.0,2.5427384,5.504385,0.6869672,0.14219499,1.7447277,1.7379131,4.4262557,0.4135425,0.0,0.0,0.65409935,0.09859987,0.0,0.0,3.1836402,0.85646224,2.160907,1.7587554,1.8746756,0.5828453,2.7132905,3.471211,0.5647363,0.3952778,0.66256315,1.092398,1.1233954,2.5688908,2.5322907,2.6244843,2.660023,2.113028,0.49413338,2.3050885,2.1928506,0.8298351,1.8790879,1.8805745,1.5691403,2.9682803,1.5076165,1.0156904,1.9249594,3.3420272,3.3845596,3.17669,2.475829,2.5757651,2.258441,4.0524597,1.6732438,0.61453974,0.25392312,0.6086605,1.1493143,3.058369,0.26139468,2.2271378,3.3883615,1.6801995,3.211844,1.2141589,0.4117582
AcSnPd2.png,0.0,0.0,0.0,0.0,0.0,0.061704062,0.7532485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53755367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5214332,0.0,0.0,0.25969777,0.0,0.0,0.55867326,0.22525541,0.46776026,0.8903719,0.0,0.0,0.0,0.0,0.0,1.1351699,0.30994904,0.4467474,0.0,0.72128093,0.709771,0.31923002,0.75172824,0.07284494,3.1108243,1.1204543,3.6387272,2.0428286,4.3541584,6.345052,1.5382998,0.2570154,3.1396298,4.10458,2.6408536,0.0,0.0,1.3481334,2.5958397,1.6218206,0.0,1.9062881,4.9235234,3.8218334,2.297134,0.7422459,1.3880427,1.4060273,3.2344365,5.008935,0.0,0.0,2.593425,2.7974863,1.0050063,0.3903186,0.6808435,1.8084326,2.464823,2.896621,3.1509595,3.5743136,5.1976213,1.1719089,0.0,3.2111518,2.1401498,2.1947186,2.3304377,1.9921219,3.998752,3.2978919,1.622005,4.399617,2.135315,1.6572068,2.0402482,2.5859325,3.003664,3.4808445,1.4951134,2.5890012,2.4252687,0.0,1.5088894,0.71293586,0.2582141,1.6670811,1.2428586,2.3536222,5.134751,4.1838074,2.1198845,0.6714256,3.746855,2.2717333,3.1195161,1.7868403,2.8277516,1.3417528,2.877109,4.511338,2.5575316,0.9851493,1.8510416,1.6144955,1.2216786,4.172029,2.9265692,1.4902829,3.282289,2.463006,0.9304205,2.6415186,2.2936747
AcTlRh2.png,0.0,0.0,0.0010380858,0.0,0.0,0.15712094,0.05605726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53629035,0.0,0.0,0.0,0.8854253,0.0,0.0,0.0,0.0,0.0,0.07077563,0.0,0.46296385,0.99440444,1.244628,0.0,0.9485195,0.7693646,0.56736696,0.23871878,0.27432817,0.6711783,0.76837313,0.43109658,0.029754061,0.05092389,0.53345335,0.0,1.8487841,1.0379153,0.5173316,0.13069192,0.0,0.40895897,3.5050666,0.7779362,0.0,2.8349528,0.11289811,0.12613484,1.9370937,1.6098473,0.8553581,2.9280043,1.1287959,0.20920224,2.4876354,3.017017,2.8060327,0.39210615,0.5317286,1.8509195,0.32482225,2.856048,2.759417,4.1851683,4.934751,4.869851,0.0,2.2011664,5.84118,0.09913534,0.0,0.0,0.0,3.3016872,0.0,0.0,0.0,0.086673945,4.429912,1.2608094,0.8808039,2.43545,0.0,1.0698471,0.8238193,1.9022312,2.0534034,2.6724207,1.6948384,1.0098081,3.0079446,1.4744525,3.560563,3.1047196,1.2447064,2.3299403,1.3510036,0.33979607,2.5356479,2.1613574,0.72361785,1.3816327,1.5379987,0.8039619,3.8991258,2.6979103,3.4109817,2.979034,0.46493557,2.2348359,3.8194861,2.4806666,3.264882,4.3363214,1.8285596,2.665636,2.319479,2.1830568,0.8055482,1.663761,1.4060887,0.25453565,0.0,0.0,0.7085053,4.190802,1.8186065,0.6710949,0.6258617,2.220733,1.1494892,3.2550352
AgHgPd2.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20452106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8677189,0.0,0.0,0.0,0.11165431,0.0,0.5941231,0.0,0.0,0.09601725,0.32699242,0.0,0.50487685,1.0168788,0.087075956,0.68499,0.0,0.0,0.0,0.6063674,0.0,0.26124376,0.5906011,0.48332834,0.86847496,0.90787804,0.8602497,1.7049994,0.23112273,0.5226995,2.554443,5.049707,0.057369992,1.6274145,4.642316,1.1757993,5.2837987,1.925702,5.173722,3.4061613,4.134449,1.0308392,0.83616894,5.3898497,3.6010242,2.8993137,0.33779326,4.523103,0.0,2.0439353,2.1303363,0.0,2.933646,2.798838,0.0,2.8175437,5.8340244,1.3568563,2.1479924,0.70913184,0.0,0.0,0.0,0.0,1.1271119,0.9223482,2.338417,1.1554661,0.0,0.037244946,0.016258657,2.2620075,3.1490295,2.4088655,1.6993964,1.8609188,1.7397006,1.7571673,3.4480577,4.062241,3.6308384,1.5719444,3.4184732,3.0235794,3.8299527,3.5275927,4.759439,2.971422,2.3327086,2.3334618,1.1904776,2.4536047,4.0219154,2.921315,1.6717672,3.4335403,1.848583,0.77532166,2.9186301,1.7019706,0.5261804,1.0135144,0.6660894,0.5046753,1.7913578,2.1374588,0.63340026,1.7855752,1.5773339,2.2735894,0.8617092,2.6754224,1.735819,1.1146184,1.6632624,1.2849457,1.1848967,1.9054685,1.0394492,0.4491262,1.2078264
Al2CoIr.png,0.013214559,0.10610846,0.116342016,0.08817606,0.020986605,0.0,0.22803763,0.17244887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020709708,0.0,0.0,0.0,0.0,0.0,0.3211047,0.0,0.2965527,0.0,0.0,0.0,0.0,0.0,0.03417945,0.0,0.26109874,0.0,0.8468899,1.0290973,0.58748835,0.7960708,0.70451903,0.19177091,0.6330449,0.6920946,0.50842327,0.5471181,0.8089144,0.375845,0.2751549,0.0,1.754001,2.240507,2.2283828,0.88044035,0.0,3.0353906,0.0,0.0,0.0,0.0,0.960042,2.8831098,1.1337093,1.4552485,0.49962726,1.0779936,4.188279,0.19356751,0.83986163,2.333024,2.925852,0.9042881,0.10495067,0.48432398,0.5098044,3.1445696,2.8602314,2.3465524,0.03396374,1.4401432,3.8685186,0.60159683,2.3062658,1.828027,0.9784368,0.27164453,0.0,0.0,0.2642367,1.2378373,0.014491677,0.0,0.86310685,0.1803163,0.4878406,1.6825267,0.0,3.0306783,1.4894878,2.7907443,2.6504395,0.99359715,1.313966,2.3668258,2.2391841,0.8353778,1.7078608,3.0635846,3.891505,1.8164711,1.9008194,3.9140759,2.0590765,2.7662632,2.1127343,1.7226827,1.1190069,3.291655,1.1737921,1.8981032,1.5364915,0.6352136,1.0663929,0.9316449,1.2935777,2.2607045,2.5431082,1.8978599,2.204455,3.002819,0.96290874,2.0506449,1.9693644,2.0132358,0.5654121,1.7694433,0.695101,1.5846606,1.8598645,2.1133144,2.0398476,2.8684835,1.8211561,0.8355442,1.1591667,2.2378638
Al2CoRu.png,0.0,0.0,0.0,0.11925985,0.6020521,0.0,0.34515643,0.0,0.0,0.0,0.36749604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25570083,0.035709918,0.2247349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8693761,0.56482816,0.28055885,0.32102254,0.30168757,1.6657733,0.0,0.0,0.20131096,0.93144643,0.8000814,0.68743706,0.15039632,0.08826936,0.2841728,0.4846084,0.0,0.0,3.2622316,1.5185661,0.21913981,3.1756907,3.4294686,0.0,0.5590837,0.0,0.0,3.554184,0.8941157,2.2214015,1.9257286,1.6831199,1.2042887,0.0,1.7427292,0.34889317,0.0,0.20693707,0.4342262,0.47892547,1.5398759,0.0,2.6899376,5.5701847,2.6160738,1.2936488,0.52506316,1.1208162,5.2002997,0.0,0.0,1.1197081,0.45123455,0.6039324,3.0279586,0.0,0.0,0.0,1.0832123,1.1906813,1.4384713,0.995976,0.10315196,3.3318985,1.4259608,1.3989786,2.3203166,2.5442166,1.3517443,3.220762,2.958958,1.7893761,0.28445143,0.3873479,2.2599523,1.0644948,2.3103647,2.7748802,2.9446836,1.5504385,1.7377107,1.8967385,1.2885716,2.545347,2.7791796,2.7681375,1.2816262,2.0886683,1.8445542,1.4405414,2.4664562,2.521154,2.6611605,1.5629168,2.0167556,0.76651233,2.3370004,2.455491,2.1079485,2.6000507,1.0743538,0.65992403,0.81285036,1.2061714,2.0215554,2.9694533,1.7136916,2.3134665,2.4965749,2.9891274,2.246668,2.4839742
